Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
8.0.6.4-8.6.0.1-0-0-0,8.6.0.1,0,8.0.6.4,0,0,23/04/2019 11:27:31 AM,11058708,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18085295316595756,1.1058708E7,0.0,1.1058708E7,1.1058708E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09042647658297878,0.09042647658297878,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,-1,0,0,0,0,0,0,1.1058708E7,0.0,1.1058708E7,1.1058708E7,No Label
53,158,2,2,82,114,41,41,41,0,57,57,57,0,1240506.329,25316.4557,52.66666667,85.16063253,151,3,3,3,0,3,3,4,4,0,4,4,0,0,0,0,40,40,12658.22785,12658.22785,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41,57,40,0,0,0,0,0,0,2,82,2,114,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
35450,33,1,1,0,0,0,0,0,0,0,0,0,0,0,60606.06061,33,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,30303.0303,30303.0303,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,283,229,0,32,0,0,0,0,0,0,0,0,BENIGN
53,46982,2,2,58,446,29,29,29,0,223,223,223,0,10727.51266,85.1389894,15660.66667,27120.74026,46977,1,1,1,0,1,1,4,4,0,4,4,0,0,0,0,40,40,42.5694947,42.5694947,29,223,106.6,106.2581762,11290.8,0,0,0,0,0,0,0,0,1,133.25,29,223,40,0,0,0,0,0,0,2,58,2,446,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
80,11512230,5,5,672,3525,672,0,134.4,300.5275362,2077,0,705,990.6447396,364.5688107,0.868641436,1279136.667,2565059.835,6506213,4,6509115,1627278.75,3253892.183,6508117,4,11500000,2878045.5,3378842.065,6506213,49,0,0,0,0,168,168,0.434320718,0.434320718,0,2077,381.5454545,725.3186008,526087.0727,0,0,0,1,0,0,0,0,1,419.7,134.4,705,168,0,0,0,0,0,0,5,672,5,3525,29200,237,1,32,821,0,821,821,6506213,0,6506213,6506213,DoS GoldenEye
49346,145,1,1,0,0,0,0,0,0,0,0,0,0,0,13793.10345,145,0,145,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,6896.551724,6896.551724,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,32,0,0,0,0,0,0,1,0,1,0,3,229,0,32,0,0,0,0,0,0,0,0,BENIGN
53,32215,4,2,112,152,28,28,28,0,76,76,76,0,8194.940245,186.2486419,6443,13617.57948,30780,3,30832,10277.33333,17755.84381,30780,4,3,3,0,3,3,0,0,0,0,80,64,124.1657613,62.08288065,28,76,41.71428571,23.42160175,548.5714286,0,0,0,0,0,0,0,0,0,48.66666667,28,76,80,0,0,0,0,0,0,4,112,2,152,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
53,324,2,2,84,362,42,42,42,0,181,181,181,0,1376543.21,12345.67901,108,183.5973856,320,2,2,2,0,2,2,2,2,0,2,2,0,0,0,0,40,40,6172.839506,6172.839506,42,181,97.6,76.13343549,5796.3,0,0,0,0,0,0,0,0,1,122,42,181,40,0,0,0,0,0,0,2,84,2,362,-1,-1,1,20,0,0,0,0,0,0,0,0,BENIGN
58030,82,2,1,31,6,31,0,15.5,21.92031022,6,6,6,0,451219.5122,36585.36585,41,52.32590181,78,4,4,4,0,4,4,0,0,0,0,0,1,0,0,0,64,20,24390.2439,12195.12195,0,31,17,16.35033129,267.3333333,0,1,0,0,1,0,0,0,0,22.66666667,15.5,6,64,0,0,0,0,0,0,2,31,1,6,1006,0,0,32,0,0,0,0,0,0,0,0,BENIGN
53,1048635,6,2,192,256,32,32,32,0,128,128,128,0,427.2220553,7.628965274,149805,375521.0405,1000947,1,1033613,206722.6,444210.0686,1000947,1,3,3,0,3,3,0,0,0,0,120,40,5.721723955,1.907241318,32,128,53.33333333,42.33202098,1792,0,0,0,0,0,0,0,0,0,60,32,128,120,0,0,0,0,0,0,6,192,2,256,-1,-1,5,20,0,0,0,0,0,0,0,0,BENIGN
53,94939,4,2,188,226,47,47,47,0,113,113,113,0,4360.694762,63.19847481,18987.8,31664.10256,73049,1,73051,24350.33333,42174.28246,73049,1,48,48,0,48,48,0,0,0,0,104,64,42.13231654,21.06615827,47,113,65.85714286,32.20470241,1037.142857,0,0,0,0,0,0,0,0,0,76.83333333,47,113,104,0,0,0,0,0,0,4,188,2,226,-1,-1,3,20,0,0,0,0,0,0,0,0,BENIGN
